cve_ent,cve_mun,cve_loc,nom_loc
"14	","023	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","023	","9999	","Localidad no especificada"
"14	","024	","0000	","Cocula"
"14	","024	","0001	","Cocula"
"14	","024	","0007	","La Cofradía de la Luz"
"14	","024	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","024	","9999	","Localidad no especificada"
"14	","025	","0000	","Colotlán"
"14	","025	","0001	","Colotlán"
"14	","025	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","026	","0000	","Concepción de Buenos Aires"
"14	","026	","0001	","Concepción de Buenos Aires"
"14	","026	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","027	","0000	","Cuautitlán de García Barragán"
"14	","027	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","028	","0000	","Cuautla"
"14	","028	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","029	","0000	","Cuquío"
"14	","029	","0001	","Cuquío"
"14	","029	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","030	","0000	","Chapala"
"14	","030	","0001	","Chapala"
"14	","030	","0002	","Ajijic"
"14	","030	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","030	","9999	","Localidad no especificada"
"14	","031	","0000	","Chimaltitán"
"14	","031	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","032	","0000	","Chiquilistlán"
"14	","032	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","033	","0000	","Degollado"
"14	","033	","0001	","Degollado"
"14	","033	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","034	","0000	","Ejutla"
"14	","034	","0001	","Ejutla"
"14	","034	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","035	","0000	","Encarnación de Díaz"
"14	","035	","0001	","Encarnación de Díaz"
"14	","035	","0017	","Bajío de San José"
"14	","035	","0277	","El Tecuán"
"14	","035	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","035	","9999	","Localidad no especificada"
"14	","036	","0000	","Etzatlán"
"14	","036	","0001	","Etzatlán"
"14	","036	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","036	","9999	","Localidad no especificada"
"14	","037	","0000	","El Grullo"
"14	","037	","0001	","El Grullo"
"14	","037	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","038	","0000	","Guachinango"
"14	","038	","0001	","Guachinango"
"14	","038	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","039	","0000	","Guadalajara"
"14	","039	","0001	","Guadalajara"
"14	","039	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","039	","9999	","Localidad no especificada"
"14	","040	","0000	","Hostotipaquillo"
"14	","040	","0001	","Hostotipaquillo"
"14	","040	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","041	","0000	","Huejúcar"
"14	","041	","0001	","Huejúcar"
"14	","041	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","042	","0000	","Huejuquilla el Alto"
"14	","042	","0001	","Huejuquilla el Alto"
"14	","043	","0000	","La Huerta"
"14	","043	","0001	","La Huerta"
"14	","043	","0139	","Nuevo Miguel Hidalgo"
"14	","043	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","043	","9999	","Localidad no especificada"
"14	","044	","0000	","Ixtlahuacán de los Membrillos"
"14	","044	","0001	","Ixtlahuacán de los Membrillos"
"14	","044	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","044	","9999	","Localidad no especificada"
"14	","045	","0000	","Ixtlahuacán del Río"
"14	","045	","0001	","Ixtlahuacán del Río"
"14	","045	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","046	","0000	","Jalostotitlán"
"14	","046	","0001	","Jalostotitlán"
"14	","046	","9999	","Localidad no especificada"
"14	","047	","0000	","Jamay"
"14	","047	","0001	","Jamay"
"14	","047	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","048	","0000	","Jesús María"
"14	","048	","0001	","Jesús María"
"14	","048	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","049	","0000	","Jilotlán de los Dolores"
"14	","049	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","050	","0000	","Jocotepec"
"14	","050	","0001	","Jocotepec"
"14	","050	","0011	","San Juan Cosalá"
"14	","050	","0017	","Zapotitán de Hidalgo"
"14	","050	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","051	","0000	","Juanacatlán"
"14	","051	","0001	","Juanacatlán"
"14	","051	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","052	","0000	","Juchitlán"
"14	","052	","0001	","Juchitlán"
"14	","052	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","053	","0000	","Lagos de Moreno"
"14	","053	","0001	","Lagos de Moreno"
"14	","053	","0027	","Betulia"
"14	","053	","0057	","Comanja de Corona"
"14	","053	","0063	","Las Cruces"
"14	","053	","0365	","Miranda del Refugio"
"14	","053	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","053	","9999	","Localidad no especificada"
"14	","054	","0000	","El Limón"
"14	","054	","0001	","El Limón"
"14	","054	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","055	","0000	","Magdalena"
"14	","055	","0001	","Magdalena"
"14	","055	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","057	","0000	","La Manzanilla de la Paz"
"14	","057	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","058	","0000	","Mascota"
"14	","058	","0001	","Mascota"
"14	","058	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","059	","0000	","Mazamitla"
"14	","059	","0001	","Mazamitla"
"14	","059	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","059	","9999	","Localidad no especificada"
"14	","060	","0000	","Mexticacán"
"14	","060	","0001	","Mexticacán"
"14	","060	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","061	","0000	","Mezquitic"
"14	","061	","0001	","Mezquitic"
"14	","061	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","062	","0000	","Mixtlán"
"14	","062	","0001	","Mixtlán"
"14	","063	","0000	","Ocotlán"
"14	","063	","0001	","Ocotlán"
"14	","063	","0028	","San Martín de Zula"
"14	","063	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","063	","9999	","Localidad no especificada"
"14	","064	","0000	","Ojuelos de Jalisco"
"14	","064	","0001	","Ojuelos de Jalisco"
"14	","064	","0009	","Los Campos"
"14	","064	","0019	","Chinampas"
"14	","064	","0033	","Matanzas"
"14	","064	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","065	","0000	","Pihuamo"
"14	","065	","0001	","Pihuamo"
"14	","065	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","066	","0000	","Poncitlán"
"14	","066	","0001	","Poncitlán"
"14	","066	","0011	","Cuitzeo (La Estancia)"
"14	","066	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","067	","0000	","Puerto Vallarta"
"14	","067	","0001	","Puerto Vallarta"
"14	","067	","0028	","Ixtapa"
"14	","067	","0031	","Las Juntas"
"14	","067	","0038	","Las Palmas de Arriba"
"14	","067	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","067	","9999	","Localidad no especificada"
"14	","068	","0000	","Villa Purificación"
"14	","068	","0001	","Villa Purificación"
"14	","068	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","069	","0000	","Quitupan"
"14	","069	","0001	","Quitupan"
"14	","069	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","070	","0000	","El Salto"
"14	","070	","0001	","El Salto"
"14	","070	","0013	","Las Pintas"
"14	","070	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","070	","9999	","Localidad no especificada"
"14	","071	","0000	","San Cristóbal de la Barranca"
"14	","071	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","072	","0000	","San Diego de Alejandría"
"14	","072	","0001	","San Diego de Alejandría"
"14	","072	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","073	","0000	","San Juan de los Lagos"
"14	","073	","0001	","San Juan de los Lagos"
"14	","073	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","073	","9999	","Localidad no especificada"
"14	","074	","0000	","San Julián"
"14	","074	","0001	","San Julián"
"14	","074	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","075	","0000	","San Marcos"
"14	","075	","0001	","San Marcos"
"14	","075	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","076	","0000	","San Martín de Bolaños"
"14	","076	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","077	","0000	","San Martín Hidalgo"
"14	","077	","0001	","San Martín Hidalgo"
"14	","077	","0005	","El Crucero de Santa María"
"14	","077	","0015	","El Salitre"
"14	","077	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","078	","0000	","San Miguel el Alto"
"14	","078	","0001	","San Miguel el Alto"
"14	","078	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","078	","9999	","Localidad no especificada"
"14	","079	","0000	","Gómez Farías"
"14	","079	","0001	","San Sebastián del Sur"
"14	","079	","0030	","San Andrés Ixtlán"
"14	","079	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","080	","0000	","San Sebastián del Oeste"
"14	","080	","0001	","San Sebastián del Oeste"
"14	","080	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","081	","0000	","Santa María de los Ángeles"
"14	","081	","0001	","Santa María de los Ángeles"
"14	","081	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","082	","0000	","Sayula"
"14	","082	","0001	","Sayula"
"14	","082	","0026	","Usmajac"
"14	","082	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","082	","9999	","Localidad no especificada"
"14	","083	","0000	","Tala"
"14	","083	","0001	","Tala"
"14	","083	","0002	","Ahuisculco"
"14	","083	","0004	","Cuisillos"
"14	","083	","0005	","Cuxpala"
"14	","083	","0011	","Castro Urdiales (Pacana)"
"14	","083	","0013	","El Refugio"
"14	","083	","0016	","San Isidro Mazatepec"
"14	","083	","0017	","San Juan de los Arcos"
"14	","083	","0053	","La Higuera"
"14	","083	","0220	","Los Ruiseñores"
"14	","083	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","083	","9999	","Localidad no especificada"
"14	","084	","0000	","Talpa de Allende"
"14	","084	","0001	","Talpa de Allende"
"14	","084	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","085	","0000	","Tamazula de Gordiano"
"14	","085	","0001	","Tamazula de Gordiano"
"14	","085	","0173	","Vista Hermosa (Santa Cruz del Cortijo)"
"14	","085	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","086	","0000	","Tapalpa"
"14	","086	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","087	","0000	","Tecalitlán"
"14	","087	","0001	","Tecalitlán"
"14	","087	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","088	","0000	","Tecolotlán"
"14	","088	","0001	","Tecolotlán"
"14	","088	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","088	","9999	","Localidad no especificada"
"14	","089	","0000	","Techaluta de Montenegro"
"14	","089	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","090	","0000	","Tenamaxtlán"
"14	","090	","0001	","Tenamaxtlán"
"14	","090	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","091	","0000	","Teocaltiche"
"14	","091	","0001	","Teocaltiche"
"14	","091	","0016	","Belén del Refugio"
"14	","091	","0071	","Mechoacanejo"
"14	","091	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","091	","9999	","Localidad no especificada"
"14	","092	","0000	","Teocuitatlán de Corona"
"14	","092	","0001	","Teocuitatlán de Corona"
"14	","092	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","093	","0000	","Tepatitlán de Morelos"
"14	","093	","0001	","Tepatitlán de Morelos"
"14	","093	","0058	","Capilla de Guadalupe"
"14	","093	","0186	","Mezcala"
"14	","093	","0188	","Capilla de Milpillas (Milpillas)"
"14	","093	","0223	","Pegueros"
"14	","093	","0291	","San José de Gracia"
"14	","093	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","093	","9999	","Localidad no especificada"
"14	","094	","0000	","Tequila"
"14	","094	","0001	","Tequila"
"14	","094	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","094	","9999	","Localidad no especificada"
"14	","095	","0000	","Teuchitlán"
"14	","095	","0001	","Teuchitlán"
"14	","095	","0005	","La Estanzuela"
"14	","095	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","096	","0000	","Tizapán el Alto"
"14	","096	","0001	","Tizapán el Alto"
"14	","096	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","097	","0000	","Tlajomulco de Zúñiga"
"14	","097	","0001	","Tlajomulco de Zúñiga"
"14	","097	","0005	","Cajititlán"
"14	","097	","0015	","San Miguel Cuyutlán"
"14	","097	","0025	","San Agustín"
"14	","097	","0032	","San Sebastián el Grande"
"14	","097	","0034	","Santa Cruz de las Flores"
"14	","097	","0035	","Santa Cruz del Valle"
"14	","097	","0041	","Zapote del Valle (Zapote de Santa Cruz)"
"14	","097	","0613	","Quinta Jesu (Valle de los Encinos)"
"14	","097	","0822	","Hacienda Santa Fe"
"14	","097	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","097	","9999	","Localidad no especificada"
"14	","098	","0000	","San Pedro Tlaquepaque"
"14	","098	","0001	","Tlaquepaque"
"14	","098	","0014	","Santa Anita"
"14	","098	","0017	","San Martín de las Flores de Abajo (La Abadía) [Fraccionamiento]"
"14	","098	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","098	","9999	","Localidad no especificada"
"14	","099	","0000	","Tolimán"
"14	","099	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","100	","0000	","Tomatlán"
"14	","100	","0001	","Tomatlán"
"14	","100	","0034	","La Cruz de Loreto"
"14	","100	","0065	","José María Morelos"
"14	","100	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","100	","9999	","Localidad no especificada"
"14	","101	","0000	","Tonalá"
"14	","101	","0001	","Tonalá"
"14	","101	","0026	","Puente Grande"
"14	","101	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","101	","9999	","Localidad no especificada"
"14	","102	","0000	","Tonaya"
"14	","102	","0001	","Tonaya"
"14	","102	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","102	","9999	","Localidad no especificada"
"14	","103	","0000	","Tonila"
"14	","103	","0001	","Tonila"
"14	","103	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","104	","0000	","Totatiche"
"14	","104	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","105	","0000	","Tototlán"
"14	","105	","0001	","Tototlán"
"14	","105	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","106	","0000	","Tuxcacuesco"
"14	","106	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","107	","0000	","Tuxcueca"
"14	","107	","0008	","San Luis Soyatlán"
"14	","107	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","108	","0000	","Tuxpan"
"14	","108	","0001	","Tuxpan"
"14	","108	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","108	","9999	","Localidad no especificada"
"14	","109	","0000	","Unión de San Antonio"
"14	","109	","0001	","Unión de San Antonio"
"14	","109	","0120	","Tlacuitapan"
"14	","109	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","109	","9999	","Localidad no especificada"
"14	","110	","0000	","Unión de Tula"
"14	","110	","0001	","Unión de Tula"
"14	","110	","0040	","San Clemente"
"14	","110	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","110	","9999	","Localidad no especificada"
"14	","111	","0000	","Valle de Guadalupe"
"14	","111	","0001	","Valle de Guadalupe"
"14	","111	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","112	","0000	","Valle de Juárez"
"14	","112	","0001	","Valle de Juárez"
"14	","112	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","113	","0000	","San Gabriel"
"14	","113	","0001	","San Gabriel"
"14	","113	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","113	","9999	","Localidad no especificada"
"14	","114	","0000	","Villa Corona"
"14	","114	","0001	","Villa Corona"
"14	","114	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","115	","0000	","Villa Guerrero"
"14	","115	","0001	","Villa Guerrero"
"14	","115	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","116	","0000	","Villa Hidalgo"
"14	","116	","0001	","Villa Hidalgo"
"14	","116	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","117	","0000	","Cañadas de Obregón"
"14	","117	","0001	","Cañadas de Obregón"
"14	","117	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","118	","0000	","Yahualica de González Gallo"
"14	","118	","0001	","Yahualica de González Gallo"
"14	","118	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","118	","9999	","Localidad no especificada"
"14	","119	","0000	","Zacoalco de Torres"
"14	","119	","0001	","Zacoalco de Torres"
"14	","119	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"14	","119	","9999	","Localidad no especificada"
"14	","120	","0000	","Zapopan"
